Date;Open;High;Low;Last Close;Chg.%;Total Value;Total Volume
11/15/2002;14.985;15.010;14.575;14.600;-1.76%;6,448,288;438,14
11/18/2002;14.923;14.923;14.301;14.306;-2.01%;12,237,115;840,899
11/19/2002;14.338;14.338;14.052;14.177;-0.90%;10,962,354;773,553
11/20/2002;14.239;14.301;14.127;14.301;+0.88%;2,956,945;208,038
11/21/2002;14.177;14.301;13.679;13.794;-3.55%;17,621,093;1,261,622
11/22/2002;13.809;14.052;13.567;13.928;+0.97%;16,269,608;1,173,288
11/25/2002;13.928;14.134;13.928;14.077;+1.07%;18,429,147;1,310,176
11/26/2002;13.928;14.129;13.841;13.940;-0.97%;3,419,829;244,827
11/27/2002;13.829;13.891;13.630;13.754;-1.34%;7,402,854;539,871
11/28/2002;13.679;13.804;13.580;13.667;-0.63%;11,164,743;814,958
11/29/2002;13.779;13.779;13.431;13.555;-0.82%;15,986,327;1,176,175
12.02.2002;13.684;14.674;13.684;14.214;+4.86%;18,604,082;1,313,127
12.03.2002;14.182;14.425;14.177;14.251;+0.26%;12,307,633;863,254
12.04.2002;14.189;14.746;14.189;14.428;+1.24%;18,197,505;1,248,844
12.05.2002;14.649;15.269;14.550;15.269;+5.83%;27,553,427;1,845,206
12.06.2002;15.184;15.259;14.612;14.629;-4.19%;12,944,343;870,153
12.09.2002;14.649;14.973;14.552;14.858;+1.56%;9,437,324;641,241
12.10.2002;14.948;14.948;14.562;14.823;-0.23%;7,220,805;491,085
12.11.2002;14.799;15.045;14.799;14.985;+1.09%;7,769,432;521,151
12.12.2002;14.948;15.196;14.948;15.172;+1.24%;16,237,344;1,074,645
12/13/2002;15.221;15.880;15.147;15.547;+2.48%;15,518,178;1,005,787
12/16/2002;15.545;15.793;15.532;15.731;+1.18%;12,127,287;771,904
12/17/2002;15.731;15.769;15.597;15.607;-0.79%;15,176,462;965,797
12/18/2002;15.622;15.992;15.619;15.992;+2.47%;10,344,157;651,968
12/19/2002;15.918;16.129;15.821;15.868;-0.78%;27,971,822;1,745,357
12/20/2002;15.731;16.166;15.731;16.166;+1.88%;10,406,112;652,523
12/23/2002;16.045;16.191;16.042;16.104;-0.38%;1,913,500;118,441
12/27/2002;15.930;16.129;15.607;15.607;-3.09%;1,678,533;106,435
12/30/2002;15.609;15.992;15.609;15.955;+2.23%;10,280,026;646,001
01.02.2003;15.930;16.154;15.681;15.933;-0.14%;5,924,861;370,569
01.03.2003;16.042;16.415;15.967;16.166;+1.47%;11,718,606;722,788
01.07.2003;16.291;16.390;16.022;16.390;+1.38%;17,233,548;1,059,125
01.08.2003;16.390;16.788;16.244;16.353;-0.23%;21,613,718;1,313,288
01.09.2003;16.254;16.254;15.545;16.147;-1.26%;9,210,608;580,271
01.10.2003;15.923;16.112;15.709;15.801;-2.14%;7,666,541;482,601
01/13/2003;15.918;15.997;15.619;15.806;+0.03%;7,542,321;478,436
01/14/2003;15.734;15.967;15.734;15.831;+0.16%;3,725,884;235,402
01/15/2003;15.818;15.905;15.798;15.856;+0.16%;6,901,587;435,31
01/16/2003;15.769;15.943;15.734;15.943;+0.55%;6,119,507;385,06
01/17/2003;15.870;15.938;15.321;15.321;-3.90%;22,216,592;1,435,661
01/20/2003;15.420;15.420;15.047;15.169;-0.99%;6,269,339;414,298
01/21/2003;15.420;15.992;15.221;15.644;+3.13%;15,263,303;974,94
01/22/2003;15.781;15.918;15.196;15.209;-2.78%;12,819,926;832,351
01/23/2003;15.420;15.818;15.420;15.545;+2.21%;15,040,372;963,248
01/24/2003;15.781;15.918;15.582;15.731;+1.20%;18,192,302;1,153,410
01/27/2003;15.669;15.793;15.311;15.470;-1.66%;5,359,382;346,276
01/28/2003;15.545;15.719;15.470;15.644;+1.13%;22,562,900;1,440,920
01/29/2003;15.731;15.731;15.520;15.594;-0.32%;14,146,888;907,65
01/30/2003;15.612;15.754;15.557;15.669;+0.48%;8,359,898;532,216
01/31/2003;15.557;15.557;15.234;15.520;-0.95%;8,738,572;569,407
02.03.2003;15.482;15.545;15.298;15.408;-0.72%;8,562,224;555,922
02.04.2003;15.408;15.793;15.408;15.781;+2.42%;11,805,975;752,79
02.05.2003;15.696;16.104;15.619;15.992;+1.34%;6,926,413;439,379
02.06.2003;16.042;16.139;15.918;16.139;+0.92%;4,855,778;302,443
02.07.2003;16.117;16.413;16.042;16.097;-0.26%;15,778,014;973,26
02.10.2003;16.067;16.142;15.572;15.594;-3.12%;9,704,256;617,752
02.11.2003;15.420;15.657;15.358;15.433;-1.04%;5,348,137;346,268
02.12.2003;15.418;15.545;15.346;15.346;-0.56%;11,819,518;767,61
02/13/2003;15.296;15.480;15.172;15.420;+0.49%;7,491,097;486,075
02/14/2003;15.371;15.520;15.109;15.383;-0.24%;5,137,396;334,544
02/17/2003;15.296;15.674;15.296;15.674;+1.89%;7,659,841;498,338
02/18/2003;15.602;15.744;15.545;15.729;+0.35%;4,120,750;263,893
02/19/2003;15.706;15.731;15.634;15.669;-0.38%;2,034,895;129,771
02/20/2003;15.667;15.669;15.172;15.358;-1.98%;5,524,122;356,376
02/21/2003;15.420;15.667;15.346;15.557;+1.30%;5,365,454;347,531
02/24/2003;15.495;15.644;15.495;15.557;0.00%;3,074,230;197,656
02/25/2003;15.545;15.607;15.383;15.545;-0.08%;3,821,611;247,537
02/26/2003;15.458;15.731;15.346;15.346;-1.28%;11,158,061;716,556
02/27/2003;15.348;15.612;15.348;15.420;+0.49%;2,857,109;184,798
02/28/2003;15.361;15.619;15.361;15.445;+0.16%;5,679,566;367,031
03.03.2003;15.296;15.589;15.296;15.420;-0.16%;7,058,012;454,73
03.04.2003;15.423;15.458;15.184;15.296;-0.81%;5,479,579;358,314
03.05.2003;15.035;15.169;14.886;14.955;-2.23%;7,179,435;479,586
03.06.2003;14.997;15.134;14.886;14.923;-0.22%;8,745,633;582,957
03.07.2003;14.923;15.241;14.761;14.761;-1.08%;15,033,276;1,007,556
03.10.2003;14.861;14.861;14.649;14.744;-0.12%;10,716,965;728,626
03.11.2003;14.624;14.674;14.425;14.537;-1.40%;8,271,528;570,123
03.12.2003;14.513;14.632;14.505;14.567;+0.21%;7,953,438;547,004
03/13/2003;14.430;15.333;14.430;15.308;+5.09%;14,821,931;985,683
03/14/2003;15.296;15.778;14.985;15.669;+2.36%;8,573,165;554,772
03/17/2003;15.664;15.831;15.358;15.831;+1.03%;10,236,155;654,646
03/18/2003;15.918;16.099;15.868;15.918;+0.55%;19,450,220;1,219,863
03/19/2003;15.905;15.905;15.619;15.806;-0.70%;16,286,097;1,031,921
03/20/2003;15.818;15.888;15.694;15.811;+0.03%;11,186,958;707,397
03/21/2003;15.719;15.781;15.594;15.731;-0.50%;14,795,381;943,386
03/24/2003;15.831;16.216;15.831;16.191;+2.92%;9,005,493;559,637
03/25/2003;16.129;16.664;16.104;16.268;+0.48%;13,727,684;835,624
03/26/2003;16.229;16.639;16.229;16.639;+2.28%;14,815,517;900,019
03/27/2003;16.577;16.577;15.980;16.291;-2.09%;25,886,474;1,598,458
03/28/2003;16.119;16.333;15.970;16.291;0.00%;14,558,042;900,912
03/31/2003;16.291;16.388;16.042;16.266;-0.15%;10,129,828;623,349
04.01.2003;16.266;16.415;16.204;16.415;+0.92%;14,788,428;904,337
04.02.2003;16.502;16.736;16.502;16.689;+1.67%;22,240,666;1,334,010
04.03.2003;16.739;17.171;16.614;17.062;+2.24%;27,957,582;1,648,402
04.04.2003;17.144;17.144;16.913;16.987;-0.44%;6,812,955;401,681
04.07.2003;17.037;18.032;16.962;17.945;+5.64%;31,668,293;1,789,512
04.08.2003;17.895;18.405;17.574;18.089;+0.80%;38,099,610;2,107,957
04.09.2003;17.721;17.845;17.435;17.845;-1.35%;28,399,095;1,607,464
04.10.2003;17.783;17.858;17.273;17.435;-2.30%;14,850,108;843,529
04.11.2003;17.410;17.726;17.375;17.659;+1.28%;10,646,962;604,025
04/14/2003;17.534;17.659;17.534;17.619;-0.23%;4,839,591;274,845
04/15/2003;17.584;17.584;17.112;17.211;-2.32%;7,921,310;458,155
04/16/2003;17.134;17.134;16.540;16.629;-3.38%;19,260,552;1,151,287
04/17/2003;16.542;16.937;16.542;16.910;+1.69%;18,208,828;1,080,796
04/22/2003;16.913;16.913;16.664;16.664;-1.46%;8,165,462;488,849
04/23/2003;16.664;16.987;16.664;16.975;+1.87%;10,872,723;642,487
04/24/2003;17.012;17.258;16.928;16.990;+0.09%;20,195,124;1,178,048
04/25/2003;16.952;17.308;16.952;17.112;+0.72%;7,207,627;418,158
04/28/2003;16.950;17.708;16.913;17.686;+3.36%;6,974,963;402,751
04/29/2003;17.781;17.982;17.584;17.584;-0.58%;10,689,134;600,736
04/30/2003;17.534;17.771;17.410;17.634;+0.28%;6,952,433;396,527
05.02.2003;17.659;18.032;17.286;17.863;+1.30%;9,209,541;521,754
05.05.2003;18.032;18.206;17.708;18.009;+0.82%;13,923,134;771,454
05.06.2003;18.032;18.338;17.920;18.069;+0.33%;8,270,535;455,068
05.07.2003;18.069;18.268;17.708;18.268;+1.10%;15,208,541;844,936
05.08.2003;17.907;18.211;17.674;17.932;-1.84%;12,928,946;715,647
05.09.2003;17.410;17.783;17.410;17.783;-0.83%;13,384,965;757,575
05.12.2003;17.597;17.935;17.477;17.935;+0.85%;7,065,855;399,269
05/13/2003;17.845;18.281;17.786;18.256;+1.79%;33,070,824;1,819,345
05/14/2003;18.328;19.096;18.213;19.014;+4.16%;21,240,523;1,130,958
05/15/2003;18.793;18.952;18.529;18.686;-1.73%;10,641,864;568,41
05/16/2003;18.654;18.688;18.206;18.688;+0.01%;8,207,685;440,818
05/19/2003;18.654;19.039;18.405;18.902;+1.14%;19,755,759;1,044,393
05/20/2003;18.654;18.803;18.567;18.686;-1.14%;14,510,401;776,062
05/21/2003;18.442;18.701;18.231;18.616;-0.37%;7,805,594;419,943
05/22/2003;18.651;18.688;18.529;18.688;+0.39%;3,351,924;180,166
05/23/2003;18.529;18.691;18.529;18.579;-0.59%;9,224,470;495,395
05/26/2003;18.654;18.654;18.529;18.567;-0.07%;5,857,648;315,317
05/27/2003;18.407;18.529;18.293;18.405;-0.87%;12,859,535;699,725
05/28/2003;18.405;18.621;18.355;18.380;-0.14%;7,962,653;431,651
05/30/2003;18.529;18.529;17.907;17.907;-2.57%;28,156,718;1,541,525
06.02.2003;17.910;18.691;17.910;18.691;+4.37%;19,998,060;1,085,911
06.03.2003;18.591;18.763;18.572;18.763;+0.39%;14,315,528;767,699
06.04.2003;18.778;18.965;18.691;18.965;+1.07%;23,954,149;1,271,537
06.05.2003;18.977;19.375;18.915;18.997;+0.17%;19,412,301;1,012,292
06.06.2003;19.052;19.375;18.965;19.375;+1.99%;16,360,558;851,023
06.10.2003;19.300;19.984;19.238;19.773;+2.05%;23,971,735;1,214,765
06.11.2003;19.773;19.897;19.711;19.748;-0.13%;37,136,892;1,876,310
06.12.2003;19.648;19.648;18.952;18.952;-4.03%;10,226,917;531,75
06/13/2003;18.778;19.168;18.457;19.139;+0.98%;15,536,024;818,52
06/16/2003;18.902;19.027;18.470;19.027;-0.58%;16,694,555;881,082
06/17/2003;19.151;19.387;19.027;19.387;+1.90%;17,036,620;883,743
06/18/2003;19.400;19.400;18.529;19.052;-1.73%;85,529,338;4,546,140
06/20/2003;18.965;19.099;18.965;19.064;+0.07%;70,410,589;3,698,590
06/23/2003;19.089;19.176;19.089;19.146;+0.43%;29,176,619;1,523,906
06/24/2003;19.129;19.275;19.101;19.151;+0.03%;23,588,715;1,231,250
06/25/2003;19.151;19.188;19.151;19.188;+0.19%;12,287,646;641,482
06/26/2003;19.151;19.176;19.126;19.176;-0.06%;12,724,952;664,384
06/27/2003;19.151;19.161;19.151;19.151;-0.13%;10,444,031;545,348
06/30/2003;19.151;19.176;19.139;19.139;-0.06%;15,848,016;827,792
07.01.2003;19.139;19.146;19.039;19.091;-0.25%;48,921,124;2,561,545
07.02.2003;19.091;19.325;19.027;19.211;+0.63%;22,551,470;1,172,122
07.03.2003;19.151;19.263;19.129;19.176;-0.18%;14,705,729;767,047
07.04.2003;19.151;19.251;19.151;19.151;-0.13%;18,420,489;960,699
07.07.2003;19.226;19.400;19.151;19.400;+1.30%;5,129,813;265,975
07.08.2003;19.300;19.300;19.151;19.213;-0.96%;12,281,151;640,943
07.09.2003;19.154;19.223;19.151;19.154;-0.31%;11,662,647;608,633
07.10.2003;19.154;19.241;19.154;19.213;+0.31%;4,830,000;251,742
07.11.2003;19.176;19.691;19.154;19.648;+2.27%;17,684,050;904,643
07/14/2003;19.648;20.367;19.648;20.178;+2.70%;31,838,675;1,594,212
07/15/2003;20.121;20.178;19.437;20.178;0.00%;16,901,958;856,403
07/16/2003;19.651;19.947;19.574;19.934;-1.21%;17,249,325;871,311
07/17/2003;19.773;19.934;19.464;19.934;0.00%;14,361,396;733,057
07/18/2003;19.524;19.646;19.427;19.646;-1.45%;9,003,465;461,468
07/21/2003;19.527;19.534;19.226;19.298;-1.77%;7,958,370;412,054
07/22/2003;19.213;19.251;19.151;19.151;-0.76%;8,190,587;426,875
07/23/2003;19.154;19.611;19.151;19.489;+1.77%;18,631,281;961,358
07/24/2003;19.400;19.492;19.313;19.365;-0.64%;12,477,047;644,288
07/25/2003;19.340;19.400;19.203;19.275;-0.46%;24,017,022;1,246,472
07/28/2003;19.176;19.499;19.176;19.400;+0.65%;3,309,085;170,814
07/29/2003;19.226;19.499;19.176;19.400;0.00%;14,264,082;739,86
07/30/2003;19.263;19.621;19.263;19.338;-0.32%;6,447,680;332,654
07/31/2003;19.325;19.449;19.213;19.375;+0.19%;7,516,345;388,533
08.01.2003;19.375;19.437;19.216;19.313;-0.32%;7,997,246;413,856
08.04.2003;19.275;19.375;19.275;19.275;-0.19%;5,883,719;305,105
08.05.2003;19.338;19.338;19.183;19.335;+0.31%;15,665,649;813,751
08.06.2003;19.275;19.412;19.275;19.362;+0.14%;6,262,319;323,768
08.07.2003;19.365;19.574;19.362;19.574;+1.09%;13,452,049;690,558
08.08.2003;19.574;19.574;19.437;19.462;-0.57%;7,603,314;390,166
08.11.2003;19.400;19.469;19.400;19.400;-0.32%;4,405,464;226,838
08.12.2003;19.415;19.561;19.400;19.561;+0.83%;9,613,628;493,762
08/13/2003;19.646;19.907;19.646;19.823;+1.34%;26,647,253;1,346,008
08/14/2003;19.823;20.007;19.823;19.947;+0.63%;24,889,190;1,249,825
08/18/2003;19.922;20.243;19.922;20.243;+1.48%;16,225,759;806,49
08/19/2003;20.146;20.768;20.146;20.768;+2.59%;19,365,248;945,388
08/20/2003;20.780;21.148;20.643;21.123;+1.71%;45,120,339;2,143,468
08/21/2003;20.967;20.992;20.743;20.919;-0.97%;17,825,377;853,395
08/22/2003;20.867;20.919;20.643;20.919;0.00%;17,056,842;822,806
08/25/2003;20.643;20.840;20.569;20.730;-0.90%;17,611,153;849,6
08/26/2003;20.681;20.743;20.606;20.693;-0.18%;13,597,603;657,918
08/27/2003;20.830;20.857;20.531;20.857;+0.79%;8,000,409;386,411
08/28/2003;20.643;20.728;20.556;20.656;-0.97%;15,776,008;763,364
08/29/2003;20.618;20.867;20.395;20.867;+1.02%;26,125,419;1,268,240
09.01.2003;20.656;20.964;20.653;20.892;+0.12%;14,043,083;675,947
09.02.2003;20.867;21.812;20.867;21.618;+3.48%;25,136,375;1,172,974
09.03.2003;21.763;22.260;21.514;22.136;+2.39%;82,317,166;3,733,056
09.04.2003;22.136;22.136;21.753;21.962;-0.79%;21,752,959;990,621
09.05.2003;21.887;21.962;21.763;21.924;-0.17%;7,976,196;364,61
09.08.2003;21.775;22.596;21.775;22.310;+1.76%;24,241,712;1,083,997
09.09.2003;22.310;22.384;21.962;22.024;-1.28%;50,683,569;2,287,689
09.10.2003;22.260;22.260;21.663;21.924;-0.45%;38,660,901;1,763,321
09.11.2003;21.690;22.285;21.690;22.285;+1.64%;31,394,213;1,419,618
09.12.2003;22.384;22.384;22.111;22.285;0.00%;7,697,002;346,003
09/15/2003;22.136;22.136;21.514;21.638;-2.90%;6,579,348;301,985
09/16/2003;21.643;21.837;21.265;21.827;+0.87%;14,082,197;653,23
09/17/2003;21.887;22.136;21.775;21.787;-0.18%;4,948,946;225,415
09/18/2003;21.887;21.887;21.713;21.758;-0.14%;10,953,155;501,876
09/19/2003;21.758;21.884;21.638;21.884;+0.58%;40,050,763;1,840,301
09/22/2003;21.765;21.765;21.327;21.402;-2.20%;20,138,664;935,152
09/23/2003;21.278;21.481;21.240;21.310;-0.43%;10,235,747;479,98
09/24/2003;21.312;21.501;20.892;21.278;-0.15%;21,263,316;1,001,895
09/25/2003;21.091;21.375;20.954;21.278;0.00%;21,056,094;992,631
09/26/2003;21.166;21.302;21.141;21.220;-0.27%;6,400,330;302,33
09/29/2003;21.153;21.327;21.153;21.315;+0.45%;8,387,595;393,953
09/30/2003;21.601;21.633;21.394;21.601;+1.34%;6,838,161;317,577
10.01.2003;21.638;21.638;21.190;21.203;-1.84%;20,458,722;957,828
10.02.2003;21.166;21.638;21.166;21.355;+0.72%;10,194,913;474,013
10.03.2003;21.317;21.561;21.317;21.472;+0.55%;32,086,028;1,492,722
10.06.2003;21.472;21.588;21.472;21.501;+0.14%;8,739,548;405,983
10.07.2003;21.166;21.621;21.166;21.576;+0.35%;45,225,023;2,102,071
10.08.2003;21.514;22.123;21.514;21.825;+1.15%;33,638,002;1,541,581
10.09.2003;21.884;22.330;21.787;22.320;+2.27%;17,253,156;782,969
10.10.2003;22.260;22.854;21.969;22.633;+1.40%;28,134,709;1,248,772
10/13/2003;22.539;23.093;22.539;23.004;+1.64%;20,197,610;884,065
10/14/2003;23.053;23.093;22.882;23.093;+0.39%;35,351,302;1,538,694
10/15/2003;23.006;23.628;22.936;23.193;+0.43%;20,787,364;888,23
10/16/2003;23.342;23.591;23.081;23.591;+1.72%;16,694,996;713,54
10/17/2003;23.615;24.110;23.392;23.777;+0.79%;30,783,539;1,293,618
10/20/2003;23.653;23.802;23.419;23.648;-0.54%;7,733,977;328,071
10/21/2003;23.394;23.578;22.894;22.996;-2.76%;21,987,947;943,675
10/22/2003;22.932;23.163;22.757;22.932;-0.28%;17,835,424;777,646
10/23/2003;22.807;23.155;22.633;22.884;-0.21%;10,520,329;459,209
10/24/2003;23.006;23.379;22.912;23.026;+0.62%;6,029,648;260,95
10/27/2003;23.130;23.203;23.056;23.106;+0.35%;6,611,422;285,894
10/28/2003;23.106;23.227;23.106;23.106;0.00%;4,319,534;186,744
10/29/2003;23.083;23.727;23.083;23.727;+2.69%;27,660,050;1,173,183
10/30/2003;23.727;24.188;23.628;24.048;+1.35%;12,918,412;539,815
10/31/2003;23.814;24.100;23.568;23.655;-1.63%;18,940,882;798,706
11.03.2003;23.703;24.063;23.658;24.063;+1.72%;8,755,358;366,331
11.04.2003;24.125;24.561;24.125;24.424;+1.50%;44,564,212;1,828,287
11.05.2003;24.262;24.533;24.200;24.275;-0.61%;19,136,619;785,462
11.06.2003;24.011;24.123;23.780;24.001;-1.13%;12,037,579;502,825
11.07.2003;24.001;24.362;23.578;23.628;-1.55%;17,262,053;720,689
11.10.2003;23.752;24.078;23.531;24.078;+1.91%;27,011,393;1,137,432
11.11.2003;24.001;24.001;23.543;23.777;-1.25%;9,481,493;399,027
11.12.2003;23.703;23.857;23.628;23.653;-0.52%;14,089,732;594,834
11/13/2003;23.802;24.125;23.802;24.125;+2.00%;15,538,290;647,264
11/14/2003;24.001;24.374;24.001;24.125;0.00%;17,320,284;714,923
11/17/2003;24.026;24.347;23.737;23.939;-0.77%;20,142,256;840,159
11/18/2003;23.939;23.939;23.752;23.839;-0.42%;17,769,369;744,548
11/19/2003;23.752;23.889;23.655;23.877;+0.16%;10,746,675;452,687
11/20/2003;23.926;23.926;23.504;23.625;-1.05%;24,025,841;1,015,010
11/21/2003;23.630;23.852;23.528;23.755;+0.55%;17,593,481;740,8
11/24/2003;23.752;24.013;23.628;23.852;+0.41%;22,286,538;932,128
11/25/2003;23.752;23.926;23.193;23.479;-1.56%;30,098,882;1,281,428
11/26/2003;23.553;23.553;23.068;23.081;-1.69%;4,503,135;193,885
11/27/2003;23.068;23.752;23.009;23.752;+2.91%;16,103,728;683,249
11/28/2003;23.839;23.986;23.690;23.703;-0.21%;44,557,498;1,868,912
12.01.2003;23.877;24.051;23.678;23.678;-0.10%;15,674,147;658,433
12.02.2003;23.606;23.752;23.506;23.752;+0.32%;13,410,599;567,799
12.03.2003;23.752;24.175;23.441;23.441;-1.31%;28,396,274;1,186,958
12.04.2003;23.334;23.551;23.014;23.081;-1.54%;18,657,917;806,225
12.05.2003;23.178;23.193;22.645;22.971;-0.47%;25,437,443;1,113,790
12.09.2003;23.056;23.193;22.621;22.986;+0.06%;24,003,495;1,051,092
12.10.2003;22.882;22.882;22.546;22.583;-1.75%;15,077,377;665,324
12.11.2003;22.511;22.633;22.260;22.471;-0.50%;22,869,865;1,020,655
12.12.2003;22.422;23.130;22.422;23.130;+2.93%;15,563,227;679,525
12/15/2003;23.155;23.367;22.884;23.183;+0.23%;8,551,279;369,717
12/16/2003;23.019;23.028;22.260;22.384;-3.44%;14,327,025;635,081
12/17/2003;22.384;22.755;22.262;22.733;+1.56%;32,279,389;1,436,151
12/18/2003;22.757;22.981;22.678;22.969;+1.04%;12,831,145;562,275
12/19/2003;23.130;23.864;23.011;23.653;+2.98%;23,391,532;1,001,830
12/22/2003;23.628;24.125;23.628;23.814;+0.68%;14,015,358;588,071
12/23/2003;23.814;24.374;23.814;24.324;+2.14%;17,138,422;709,793
12/29/2003;24.374;24.536;24.374;24.374;+0.20%;15,529,930;635,395
12/30/2003;24.374;24.623;24.163;24.367;-0.03%;15,235,944;625,817
01.02.2004;24.250;24.939;24.188;24.648;+1.15%;11,421,917;463,519
01.05.2004;24.720;25.369;24.498;25.369;+2.93%;18,508,643;742,087
01.07.2004;25.841;26.115;25.369;25.866;+1.96%;32,184,349;1,246,094
01.08.2004;25.642;26.065;25.319;25.891;+0.10%;19,521,066;754,68
01.09.2004;25.767;25.866;25.294;25.680;-0.82%;19,510,277;759,44
01.12.2004;25.371;25.680;25.294;25.680;0.00%;12,222,295;480,985
01/13/2004;25.493;25.593;25.394;25.531;-0.58%;11,382,295;445,868
01/14/2004;25.369;25.692;25.309;25.692;+0.63%;11,438,990;447,396
01/15/2004;25.245;26.115;25.157;25.864;+0.67%;25,990,396;1,004,299
01/16/2004;25.744;26.389;25.744;26.302;+1.69%;14,333,148;548,685
01/19/2004;26.177;26.538;26.118;26.538;+0.90%;7,741,398;294,249
01/20/2004;26.488;26.545;25.991;26.021;-1.95%;12,272,769;467,837
01/21/2004;26.202;26.451;26.115;26.277;+0.98%;10,697,699;407,133
01/22/2004;26.488;26.662;26.229;26.548;+1.03%;27,100,903;1,020,430
01/23/2004;26.384;26.583;26.364;26.513;-0.13%;15,905,918;601,01
01/26/2004;26.389;26.488;26.165;26.165;-1.31%;5,944,832;225,986
01/27/2004;26.165;26.324;26.103;26.299;+0.51%;20,036,730;764,072
01/28/2004;26.364;26.665;26.152;26.665;+1.39%;14,159,854;533,921
01/29/2004;26.488;26.488;26.053;26.090;-2.15%;13,745,557;523,95
01/30/2004;26.065;26.113;25.869;25.894;-0.75%;19,176,688;738,589
02.02.2004;25.929;26.349;25.929;26.165;+1.05%;11,485,907;438,559
02.03.2004;26.065;26.177;26.003;26.003;-0.62%;13,759,895;527,311
02.04.2004;25.966;26.359;25.966;26.359;+1.37%;11,495,790;438,711
02.05.2004;26.190;26.563;26.190;26.438;+0.30%;13,545,557;512,225
02.06.2004;26.453;26.824;26.376;26.675;+0.89%;12,813,757;480,285
02.09.2004;26.637;27.306;26.637;26.675;0.00%;17,936,771;663,523
02.10.2004;26.986;27.334;26.986;27.187;+1.92%;16,623,119;611,375
02.11.2004;27.359;27.483;27.239;27.334;+0.54%;19,632,515;717,601
02.12.2004;27.359;27.471;27.234;27.456;+0.45%;10,553,512;385,655
02/13/2004;27.483;28.478;27.458;28.478;+3.72%;30,103,637;1,072,313
02/16/2004;28.478;28.602;28.254;28.602;+0.44%;9,447,738;332,027
02/17/2004;28.478;28.478;28.117;28.465;-0.48%;18,617,091;657,38
02/18/2004;28.366;28.480;28.055;28.055;-1.44%;13,604,041;481,515
02/19/2004;28.105;28.105;27.744;27.794;-0.93%;18,172,345;651,469
02/20/2004;27.794;28.279;27.757;28.010;+0.78%;14,819,477;527,649
02/23/2004;27.906;28.453;27.906;28.020;+0.04%;25,654,990;906,122
02/24/2004;27.983;28.304;27.670;27.980;-0.14%;14,515,706;519,43
02/25/2004;27.794;28.229;27.732;27.980;0.00%;4,453,779;159,034
02/26/2004;27.983;28.254;27.983;28.115;+0.48%;6,611,821;235,354
02/27/2004;28.478;28.528;27.956;27.956;-0.57%;36,500,307;1,297,261
03.01.2004;27.968;28.329;27.806;27.856;-0.36%;9,649,675;343,888
03.02.2004;27.856;28.353;27.657;28.353;+1.79%;9,270,763;329,743
03.03.2004;28.552;28.652;28.403;28.510;+0.55%;21,165,878;740,792
03.04.2004;28.416;29.050;28.416;29.050;+1.89%;13,444,906;467,371
03.05.2004;28.851;29.164;28.453;28.632;-1.44%;24,622,871;853,91
03.08.2004;28.602;28.853;28.577;28.848;+0.76%;13,049,088;455,011
03.09.2004;28.610;28.950;28.610;28.851;+0.01%;7,703,202;267,085
03.10.2004;28.789;28.801;28.540;28.776;-0.26%;10,578,937;368,929
03.11.2004;28.627;28.727;27.931;28.727;-0.17%;46,975,261;1,644,784
03.12.2004;28.587;28.709;28.358;28.602;-0.43%;14,805,458;519,253
03/15/2004;28.503;28.535;28.192;28.229;-1.30%;7,533,566;265,533
03/16/2004;28.229;28.234;27.744;28.105;-0.44%;9,963,482;355,845
03/17/2004;28.229;29.224;28.229;29.100;+3.54%;26,800,884;936,495
03/18/2004;28.980;29.249;28.441;28.602;-1.71%;10,859,702;376,021
03/19/2004;28.478;28.824;28.398;28.528;-0.26%;26,287,301;919,809
03/22/2004;28.702;28.702;27.769;28.043;-1.70%;13,060,971;462,699
03/23/2004;28.105;29.572;27.988;29.572;+5.45%;49,489,939;1,721,032
03/24/2004;29.572;31.311;29.473;31.214;+5.55%;53,161,986;1,741,360
03/25/2004;31.438;31.438;30.381;30.679;-1.71%;21,103,839;682,533
03/26/2004;30.841;30.965;30.162;30.356;-1.05%;22,736,859;747,957
03/29/2004;30.348;30.356;29.803;29.983;-1.23%;20,047,672;665,839
03/30/2004;29.970;30.206;29.697;29.779;-0.68%;18,923,093;632,242
03/31/2004;29.846;30.455;29.846;30.293;+1.73%;33,643,932;1,114,240
04.01.2004;30.293;31.189;30.219;31.152;+2.83%;38,166,123;1,231,853
04.02.2004;31.139;31.462;31.089;31.338;+0.60%;15,424,266;492,21
04.05.2004;31.288;31.835;31.154;31.835;+1.59%;14,185,645;449,205
04.06.2004;31.835;32.072;31.388;31.587;-0.78%;18,112,353;573,139
04.07.2004;31.462;31.960;31.462;31.960;+1.18%;27,815,043;874,126
04.08.2004;31.835;32.146;31.828;32.034;+0.23%;12,659,469;395,24
04/13/2004;32.283;32.333;32.034;32.034;0.00%;46,853,575;1,454,542
04/14/2004;31.711;31.900;31.338;31.338;-2.17%;30,001,268;951,636
04/15/2004;31.152;31.587;31.139;31.313;-0.08%;23,185,385;737,97
04/16/2004;31.341;31.497;31.139;31.139;-0.56%;12,101,730;385,952
04/19/2004;31.326;31.413;31.214;31.214;+0.24%;19,048,465;609,011
04/20/2004;31.216;31.338;31.089;31.189;-0.08%;16,790,402;537,845
04/21/2004;31.574;31.771;31.191;31.525;+1.08%;17,420,506;551,572
04/22/2004;31.512;31.512;31.139;31.186;-1.07%;13,432,722;428,161
04/23/2004;31.306;31.306;31.306;31.306;+0.38%;0;0
